app_id,app_name,category,description,avg_rating,ratings_count,installs,app_link
47,Shine.com Job Search App,Business & Job Search,"Shine.com is a Job Search App with more than 50 Lakhs registered app users benefiting from the Job finder services.

The app offers a smooth experience while searching for some of the best fresher jobs, full-time jobs, graduate jobs, jobs near me, IT jobs, Work from home jobs in reputed International and Indian companies. You can also search for your dream job within minutes.

The Fast and Updated Shine Jobs App allows you to find the Latest jobs from more than 3 Lakh Job Vacancies across domains and industries. With Shine, you can search and apply for jobs beyond the functional Industry types and get job interview calls. Job seeking in India can be gruesome if you are not careful but the shine job finder can be a great help.

Why Shine.com?
With Shine Online Job App, you can apply for Jobs in Pune, Jobs in Delhi, Jobs in Mumbai, Jobs in Bengaluru, etc. With more than 15k recruiters and 3 lakh+ listed jobs, Shine's online job search application offers leading career opportunities for both fresher and experienced professionals.

Shine.com is one of the best apps for jobs, it is indeed, one of the best free job search apps in India today and is a one-stop solution for your multiple job search requirements.

Top Companies Hiring at Shine

Today Shine is counted as one of the best jobs apps in India. We offer jobs for companies like Amazon, Flipkart, Indeed, LinkedIn, Paytm, and many more. You can find these companies' jobs like Remote, Work from Home, and on-site full-time jobs listed on the App.

Get the Edge with FREE Shine Job Search App

With Shine Free Job Search App, you get access to choose and apply from thousands of jobs matching your criteria and skills. This Shine Job portal gives you an option of-
 
Searching Jobs FREE:

With Shine.com official Online Job search app, you can search for jobs based on Job title, skills, designation, and location. The app gives you the facility of finding jobs across industries, top employers, consultants, and departments. The best part is, that searching and applying for jobs on the Shine app is free.

Personalized Job Search:

The app comes with a ‘Job for You’ section to get jobs matching your preferences and skills. Additionally, you can check and track the jobs you’ve saved and applied for in the past. You can use it at your convenience if the saved jobs are available then later.

Smart Filters:

Not only the designation, skills, or cities, but Shine App also allows you to search for jobs by other critical factors like Salary, company, and experience to get targeted job listings matching your preferences.

Free Job Alerts:

With Shine App, you can create free job alerts for various types of jobs listed on the job App.

Recruiter Actions:

Every time a recruiter views your profile, you are notified immediately. Also, you will be informed of any recent action taken by recruiters on your job application.

Stand out amongst other job seekers with Shine App. After creating your Shine Job profile, you will be required to upload your latest resume. For the best experience, we encourage all shine app users to keep their profile 100% completed and refresh it periodically.",3.81,230683,"10,000,000+",https://play.google.com/store/apps/details?id=com.net.shine
48,ABHA,Medical,"The National Health Authority (NHA) under its flagship scheme of Ayushman Bharat Digital Mission (ABDM) has revamped the Ayushman Bharat Health Account (ABHA) mobile application of the Government of India (GoI) with a new User Interface (UI) and new functionalities. This will enable the Indian citizens to do easy registration of ABHA address (username@abdm). ABHA Mobile application provides the individuals with a longitudinal view of health records with an option to link and share post user consent through ABDM network of different health facilities and providers. Existing & New Functionalities (with all new simple & intuitive UI design)
. Create an easy to remember ABHA Address (username@abdm) with mobile number, email ID or ABHA number.
. Link ABHA address with 14digit ABHA number to become KYC verified and
utilize benefits of government health programs.
. Discover health facilities to link, view and manage health records by citizens.
. Access health records such as lab reports, prescriptions, CoWIN vaccination certificates
etc.
. Share health records with registered doctors, health facilities or health programs.
. Own and Control access of your health records in terms of who can access, what type of health information can be accessed and for what duration.
. Option to revoke consent to stop sharing of your health records after granting consent.
. Option to Edit Profile details including address and update the mobile no or email with respective OTP validation. 
. Scan QR code at the counter of the ABDM compliant facility for express registration. ABHA Mobile application is currently available in Hindi and English and would soon be available in other languages. For better user experience, you are requested to kindly update all new “ABHA App” with new
features and enhancements. You may now create ABHA Address using multiple options via Mobile Number, Email ID or 14-digit ABHA Number. You may also link and share your records post your consent.

New Announcement

We have implemented some new functionalities in the ABHA mobile application. Stay tuned and please update the ABHA app from PlayStore to experience the new features.",4.52,240768,"10,000,000+",https://play.google.com/store/apps/details?id=in.ndhm.phr
49,Ayushman App,Medical,"Ayushman is an official mobile app from Govt. of India.

Ayushman Bharat – Pradhan Mantri Jan Arogya Yojana (PM-JAY), is a flagship scheme of Government of India to provide cashless secondary and tertiary care treatment from the empanelled public and private hospitals providing coverage to more than 10 crore poor and vulnerable beneficiary families. 

National Health Authority (NHA) is the apex body responsible for the implementation of Ayushman Bharat PM-JAY.

Ayushman app can be used to make ""Ayushman card"" for beneficiaries to get free treatment up to INR 5 Lakhs.

We are pleased to announce the launch of official mobile application for beneficiaries and other stakeholders to access “Ayushman card” by themselves. Beneficiaries can avail other benefits of PM-JAY soon.",3.98,53148,"10,000,000+",https://play.google.com/store/apps/details?id=com.beneficiaryapp
50,Apollo 247 - Health & Medicine,Medical,"We are India’s largest and most trusted omnichannel pharmacy app for health essentials, lab tests, and doctor consultations.

Apollo 24|7 also offers 19-minute* delivery of health essentials in Delhi, Noida, Gurugram, Hyderabad, Bangalore, and Kolkata. As a leading healthcare app, our offerings include online doctor consultations, home sample collection for lab tests, and doorstep delivery of health essentials.

The Apollo 24|7 app features 5,000+ trusted Apollo Hospitals doctors, 1,000+ lab tests, and 60,000+ SKUs of health essentials at the best prices.",4.57,638259,"10,000,000+",https://play.google.com/store/apps/details?id=com.apollo.patientapp
51,PharmEasy - Healthcare App,Medical,"PharmEasy is one of India's top online pharmacy apps

You can now…
Stay with your baby, we’ll deliver the diapers.
Play with your pet, we’ll deliver its treats.
Family sticks by you in sickness, and that’s what we are, your Pharmily. 🤗

Order medicines online & enjoy Same-Day Delivery in select cities. 🏠 Download the PharmEasy medicine delivery app now & take care of your family’s healthcare needs at great discounts, all from the comfort of your home.

PharmEasy is a part of 4 crore+ families 👪 for ordering medicines online & booking diagnostic tests, right from our Indian pharmacy app.

PharmEasy is a reliable online pharmacy app that simplifies the purchase of healthcare products, OTC items & medical equipment online. With this medicine app, you can conveniently book diagnostic tests, including blood tests, lab tests, full-body checkups & other preventive health checkups from home. Enjoy up to 27%* OFF on online medicine purchases & discounts of up to 60% on various healthcare products.

💊 Place your OTC medicine orders online

PharmEasy is more than just a quick medicine delivery app; it’s your all-in-one healthcare app that allows you to order medicines. With doorstep medicine delivery available across PAN-India, covering over 1,200 cities & 19,000 pin codes, you can access OTC medicines through our comprehensive online medicine app.  

👩‍🔬 Book diagnostic lab tests

You can book lab tests & diagnostic health packages from the comfort of your home through PharmEasy labs. Download our HealthCare App for safe and hassle-free at-home sample collection, eliminating the need to search for ""lab tests nearby."" Get your reports within a few hours, all through our app.

Diagnostic tests & health test packages you can avail on the PharmEasy app:

- Full Body Health Checkup
- Advanced Full Body Checkup
- Blood Test
- Cholesterol Test
- Lipid Profile Test
- Liver Function Test
- Kidney Function Test
- Diabetes Diagnostic Tests
- Thyroid Test
- Haemoglobin Test
- HIV Test
- Pregnancy Test
- Vitamin Test

Benefits of Booking a Diagnostic Test and Health Packages from PharmEasy:

Here are some reasons to book lab tests & health checkups from home using our service:

-100% NABL certified labs*
- Best prices, up to 80% discount
- Choose from 500+ Tests & Packages
- Safe home sample collection
- Doctor-verified Reports
- Reports within a few hours*
- Presence in all major cities

🧴 Buy Healthcare Products online:

With our Medicine Delivery App, you can also get diabetic care, sexual wellness, personal care, ayurvedic care, skin care & women care products delivered to your doorstep with PharmEasy. It's your one-stop shop for healthcare essentials.

Benefits:
- Shop ayurvedic, ortho, medical devices, nutrition & supplements products from brands like Patanjali, GSK, Abbott, Accu-Chek, Omron, Dabur, Nestle etc.
- Affordable rates
- Express delivery

Download the PharmEasy app now & make huge savings by ordering medicines online with attractive offers & discounts. You can reorder your monthly medicines, track your order, return medicines for free* & read our latest health-related articles.

Do follow us on social :)
https://www.instagram.com/pharmeasyapp/
https://www.youtube.com/c/pharmeasyapp/
https://www.facebook.com/pharmeasy/",4.5,825344,"10,000,000+",https://play.google.com/store/apps/details?id=com.phonegap.rxpal
52,MedPlus Mart - Online Pharmacy,Medical,"Buy genuine medicines, baby, nutrition, healthcare, personal care, diabetic and other speciality products at the best prices using the MedPlus Mart App. This app provides you access to all the services provided by MedPlus pharmacies conveniently from the comfort of your home through an easy to use interface.

MedPlus Mart App is a comprehensive medical App where you can not only order medicines but also read important information about the medicines you take, their alternatives or substitutes, precautions and their side effects. Medicine delivery is restricted to states where MedPlus operates, but you can order other OTC & health products, nutrition, baby care, diabetes care and personal care products from across many regions & cities in India. 

Some Key Features of MedPlus Mart App:

- Order medicines for home delivery - Search & select the medicines you require, upload your medicine list, and tell us your delivery address. Our registered pharmacist will verify, authorize and process your order and get it delivered to your home. We deliver your medicines in most cities in 6-24 hrs and about 2-3 days in most other places.

- Order medicines for click & pick - Search & select the medicines you require, select a MedPlus store near you for pick up and confirm the order. We will send you an SMS when the order is ready for pickup. Come to the store at a time convenient for you, show our pharmacist your medicine list and take your medicines home. No queues and no worries about the availability of medicines. 

- Assisted orders - If you are not sure how to read your medicine list or what medicines to select, just upload your Image with the medicine list.  Our customer care representative will call you and help you with the order.
 In case you need any doctor consultation you can opt for the same.

- Order general products from a comprehensive range of baby, healthcare, nutrition, personal care, diabetes care and OTC products. Home delivery or click and pick. 

- Save up to 35% on medicines with FlexiRewards - our rewards programme lets you choose cash or household products on your purchases giving you flexibility and the best value for your hard-earned money.

- Search for medicine availability at a MedPlus store near you - Just select the medicine you are looking for and click a button for a list of MedPlus stores near you where the medicine is available for purchase in real-time.

- Get complete information about medicines you take including indications, adverse effects, precautions and alternatives.

- Locate the nearest MedPlus store – The App will automatically detect your current location and help you locate the nearest store or you can locate a store by entering your locality information manually if desired. 

- Keep all your health records in one place - MedPlus Mart App provides you unlimited storage to upload and keep all your health records in one place. Medicine list history and previous orders are automatically recorded and available at any time.

- Print your bills anytime - All your MedPlus bills available in one place in the App for you to print anytime, anywhere.

- Redeem FlexiRewards points - You can view available points and redeem your points for delivery or pick up through the MedPlus Mart App.

- Set up a Pill Reminder – if you are having trouble remembering when to take your medicines, set up a pill reminder through the App for alerts on your phone reminding you to take the pill at the time it is due.

About MedPlus
MedPlus is one of India's leading and reputed pharmacy network with over 1800+ stores in 7 states offering genuine medicines, superior service and great value for money to its customers.",4.26,34613,"5,000,000+",https://play.google.com/store/apps/details?id=com.medplus.mobile.android
53,TATA 1mg Online Healthcare App,Medical,"About Tata 1mg

We are India's leading, & most-trusted online pharmacy & healthcare app. From doctor consultations on chat to online medicine delivery & lab tests at home: we have it all covered for you. We are active in 1000+ cities including Delhi, Gurgaon, Noida, Mumbai, Pune, Ahmedabad, Lucknow, Bangalore, Kolkata & many more. 

At Tata 1mg you can:
- Order Medicines Online
- Book Lab Tests 
- Consult Doctors Online
- Read Health Tips
- View Medicine Information
- Set Medicine Reminders

Get medicines & health products delivered at home within same day or next day delivery. Download the Tata 1mg app now.
 
Your Favourite Online Pharmacy:
2 lakh+ allopathy medicines available at the best prices on our medicine app. 
It’s your one-stop destination for Homeopathy & Ayurvedic medicines, health supplements, personal hygiene & more. Choose from a variety of brands like Dabur, Himalaya, SBL Homeopathy, Organic India, Accu-Chek, OneTouch & more.

Don't want to go through the hassle of adding each medicine separately? 
Simply upload your list of medicines on our app & we will place your order for you.

Now, avail best discounts & savings on medical bills. Check all our offers here.

All products sold on our pharmacy app come with 100% genuine guarantee.

Book Lab Tests & Health Check-ups:
Book health check-ups & lab tests from the comfort of your home at best prices. At Tata 1mg, you can make bookings for over 2,000 tests. Get tested by 120+ top verified labs such as Dr Lal Path Labs, SRL Diagnostics, Thyrocare & more. Free home sample-collection & access report online.

Get best discounts on diagnostic services like blood tests, thyroid tests, diabetes tests & more.

Consult India’s Best Doctors Online for Free:
Our health app allows you to consult doctors online from the comfort of your home. Chat privately with our registered medical specialists. Find doctors & book appointments from all specialties like General Physicians, Gynaecologists, Dermatologists, Urologists, Gastroenterologists, Pediatricians & Neurologists.

View Medicine Information:
Besides being an online pharmacy app, we provide accurate, authoritative & trustworthy information on medicines to help people use their medicines safely. 
We provide other medicine information like treatment uses, side effects, usage recommendations, safety warnings, expert advice & answers to patient FAQs.

Read Regular Health Tips:
Get personal & useful health tips written by expert doctors. Read about Ayurveda & its benefits, maintaining personal hygiene, early warning symptoms of various diseases & several other relevant topics.

Awards & Recognition:
At Tata 1mg, our goal is to make healthcare understandable, accessible & affordable. We set out on our journey in 2015, & have come a long way since then. We have been conferred with prestigious titles like:
BML Munjal Award for 'Business Excellence through Learning & Development'
Best Online Pharmacy in India Award 
Top 50 venture in The Smart CEO-Startup50 India. 
India's only ISO/IEC 27001 & LegitScript certified online healthcare platform
VC Circle Award for the ""Most promising Healthcare startup”
Ranked Top App in Medical Category in India - android & iOS
Recognized by the Government of India - Ministry of Health & Family Welfare as a m-health initiative that consumers can use

We have been selected as the only company from across the globe for SD#3 ""Health & Well Being for all"" by Unreasonable group, US State Department.",4.65,818322,"10,000,000+",https://play.google.com/store/apps/details?id=com.aranoah.healthkart.plus
54,Way2News Daily News App,News and magazines,"🌟 Discover Way2News: Indian Hyperlocal Short News App 🌟
Way2News, India’s largest Hyperlocal short news App, is your go-to source for daily local news in various vernacular languages presented in a short-summarized format, trusted by millions of Indians.

Install now & access verified Telugu news, Tamil news, and more. 

Get daily tailored news updates based on your preferred language & location, including the latest election news with live updates and results for 2026.
Experience diverse short news updates spanning Entertainment, Politics, Business, Weather, Sports, Astrology, Technology, Finance, Health, Fitness, Beauty, Cinema, Agriculture, and more with the Made in India news app rated top for Telugu news and Tamil news.

Discover How Way2News App Is Useful:
🔄 Flip to read: Enjoy a user-friendly reading experience.
📍 News from your locality at your fingertips.: Select your location and read local news live.
📚 Bookmarks: Save news/stories for later reading pleasure.
🌙 Dark mode: Available for all devices.

Buzz: Download free WhatsApp status, memes, viral videos, and stay entertained.
Our Core Focus: Delivering location-based local news in preferred local languages, ensuring the community stays informed with current affairs and daily events.

ALL-IN-ONE app features:
⏱️ Minute-by-minute, Fastest News Coverage.
🗺️ Location-based news.
🚀 Viral videos.
📰 Daily Unique Digital Magazines.
🏏 Live cricket score updates.
💼 Job alerts, daily horoscopes, trending posts, WhatsApp status, Cinema/movies, and celebrity updates.

Be ahead of the trend: Find the most shared, informative news videos daily based on your interests, including faster local Telugu news headlines and local Tamil news headlines.


Our patrons also find us as; waiting news, way to news, way to news app download, way2news telugu, waytonews, way2sms

Job / Exam assistance:
💼 Get job news and government job announcements. We are not a Job search app.

Behind the scenes:
🎥 Latest entertainment and cinema updates. Flip through interesting celebrity gossip exclusively on our app.

People’s Trust:
💖 Millions trust us on a daily basis for being the best Telugu news and the best Tamil news app.

Interviews:
Be it top politicians or famous celebrities. Our team brings exclusive 1-to-1 video interviews just for you.

Daily Digital Magazine:
Get your daily dose of digital magazines covering various topics like Health, Business, Women, Career, Agriculture, Travel, Real Estate, Food, & Sunday special magazines. We curate easy-to-read and understand content for you.

Know how your day is:
✨ Daily astrology is free and helps you learn what the day has in store for you.

Live Cricket Updates:
🏏 Super fast cricket updates & fast live line.
🏏 Get free live cricket score, stats & news.

All over India - Hyperlocal coverage:
People from different states/union territories follow us to read live news updates and like our app because of our faster news coverage. India’s most trusted Telugu news and Tamil news app.

As we cater pan India local live news, we have daily active readers who search for Telugu news, Tamil News, Hindi News, Kannada News, Malayalam news, Bangla News, Marathi news, Gujarati News.
REACH US: Share feedback or report any issues on how we can improve Way2News at appsupport@way2news.co.",4.71,1151542,"50,000,000+",https://play.google.com/store/apps/details?id=sun.way2sms.hyd.com
55,Dailyhunt - News & Magazines,News and magazines,"New Feature: 
- Introducing Dailyhunt Premium
- 9000+ Magazines & eNewspapers
- No ads, enjoy uninterrupted reading

- Xpresso news & videos on Dailyhunt. News that matters in time that matters. Xpresso’s available in Hindi & English, coming soon to all languages.

- Just read news at a glance with images & videos on Xpresso in a visual and fun way

- Dailyhunt, app for News & Videos – Local, National & International News,
Politics, Entertainment, Cricket & much more!

- News, videos & viral cards in English, हिंदी, தமிழ், తెలుగు, ಕನ್ನಡ,
മലയാളം, मराठी, বাংলা, ગુજરાતી, ଓଡିଆ, ਪੰਜਾਬੀ, اردو, भोजपुरी & অসমীয়া

- Get Personalized News feed which is tailored for you based on your likes and dislikes. Read & Watch news articles on the topics that interest you and from the newspaper/TV channels you like.

- Dailyhunt covers news from diverse genres - Politics, Entertainment, Sports, Business, Weather, Astrology, Finance, Technology, Fashion, Beauty, Health & Fitness & more.

- Read news from 5000+ trusted Publishers - Dailyhunt brings detailed news coverage from a variety of top publishers in your language and you get the news as it happens

- Get Instant Notification Alerts - With Dailyhunt, be the first one to get notification on any breaking news or local update. Get Personalized notifications on topics of your choice & never miss out on any news in your city.

- National & International news - Get latest breaking news alerts from our trusted global networks and stay updated on latest happenings and global current affairs

- Get real time updates on all kinds of local news - crime, accidents, water shortage, electricity cuts, road construction, traffic jams, mandi rates etc.

Follow Cricket T20 Updates 
- All New Cricket Experience with Live Score Updates, Highlights, Commentary of the cricket matches
- Expert opinions, in depth analysis, team news
- Exclusive ball by ball commentary for Cricket World Cup

Read News from your favorite local newspapers (अख़बार) & watch Videos (वीडियो)
- Hindi – Live Hindustan, Aaj Tak, Amar Ujala,BBC Hindi, News18, ABP
News, India News, Jagran , BQ prime hindi
- Tamil – Dinamalar, Dinakaran, Dinamani, Vikatan, The Hindu Tamil,
Puthiya Thalaimurai, Polimer TV, News7 Tamil
- Malayalam – Asianet, Mangalam, 24 News, Reporter, Madhyamam, Deepika, Kairali news, Deshabhimani
- Kannada – Prajavani, Vijayavani, Kannada Dunia, Kannada Prabha, Udayavani, Suvarnanews, Varthabharathi, Vistara News, Hosadigantha
- Telugu – Sakshi, Eenadu , Asianet, ABP Desam , News18, V6 News, NTV Telugu, Andhrajyothy, TV9 Telugu.
- English – Hindustan Times, IndiaToday, The Indian Express, The New Indian Express, Deccan  Chronicle, Deccan Herald, The Telegraph, 
News18,CNBCTV18 , The Hindu, Live Mint, BQ prime
- Marathi – Lokmat, Sakal, Loksatta, Pudhari, Saamana, Saam TV, ABP Majha, News18 Lokmat, Zee News, Tv9 Marathi
- Bangla – Calcutta News, Tara News, Tara TV, ABP Ananda, AnandaBazar, Patrika, Sangbad Pratidin, Jagaran Tripura, Aajkaal, CTVN, Syandan, Patrika, Kolkata TV
- Gujarati – Gujarat Samachar, Sandesh, GSTV,  Zee News , Gujarati, ABP Asmita, News18 Gujarati , VTv Gujarati
- Odia –The Samaja, Sambad, Odisha Bhaskar, Orissa Reporter, OTV Khabar, Prameya, News 7, Nandighosa TV, Kanak News, Kalinga TV
- Punjabi – Ajit Jalandhar, Jagbani, Rozana Spokesman,PTC News, ABP Sanjha
- Assamese -Time 8, Asomiya Pratidin, North East Now, East Mojo

REACH US: Report any issues or share feedback on how we can improve Dailyhunt. Please email us at: YourFriends@dailyhunt.in",4.69,2719602,"100,000,000+",https://play.google.com/store/apps/details?id=com.eterno
56,Google News - Daily Headlines,News and magazines,"Google News is a personalized news aggregator that organizes and highlights what’s happening in the world so you can discover more about the stories that matter to you.

With Google News, you’ll find:

YOUR BRIEFING: It can be nearly impossible to keep up with every story you care about, Your Briefing makes it easy to stay in the know about what’s important and relevant in your world. It updates throughout the day to bring you the top local, national, and world headlines, plus personalized news tailored to your interests.

LOCAL NEWS: Explore your community through stories and articles from news outlets in your local area. Customize and choose multiple locations so you can know what’s happening near you or wherever home is.

FULL COVERAGE: Dive deeper into a story with multiple perspectives. The Full Coverage feature organizes everything online about a story, surfacing and highlighting coverage from different outlets and mediums. With just a tap, you’ll uncover how the story is unfolding and how everyone is reporting on it.

STORIES FOR YOU: The For You section delivers personalized news related to your interests. Take control and customize the articles you see by following the topics and sources you care about.

ACCESS FROM ANY DEVICE: Google News is designed to meet the needs of users with different phones and levels of connection. When your connection isn’t strong or you need to save data, Google News will continue to work smoothly by slimming down the size of images and downloading less data. Articles can be downloaded over Wi-Fi to save for later when you are offline.

Do you prefer to access your news on your Laptop or Desktop? Pair the Google News mobile app with our Desktop website, news.google.com, so you can stay up to date and access the news no matter what device you’re on.",3.91,1953180,"1,000,000,000+",https://play.google.com/store/apps/details?id=com.google.android.apps.magazines
57,"TOI English News, Daily ePaper",News and magazines,"Stay ahead with the Times of India Instant News app! Get live local news & global updates, in-depth analysis, & short news—all in one place. From politics & business to sports, entertainment, & tech, stay informed with expert opinions, editorials, & diverse perspectives on major events shaping India & the world.

Key features include:
◉ Comprehensive News Coverage: Go beyond the headlines with in-depth stories & expert analyses. From trending updates to detailed breakdowns, stay informed on India & world politics, sports, business, economy, entertainment, travel, health, & more
◉ Inshort News: Get updated with the latest news & current affairs in a jiffy
◉ Tailored News Experience: Choose your favorite topics & get a customized news feed with real-time notifications, ensuring you never miss updates that matter to you
◉ Live Blog - Real-time coverage & live news videos of major events including IPL match updates, live cricket scores, elections, global affairs, war,  Indo-Pak updates, and more
◉ Daily ePaper- Get the newspaper in PDF & digital formats for instant news updates
◉ Visual Stories- Latest news videos & photo galleries on entertainment, Bollywood, lifestyle, food, travel & fashion
◉ TOI Explainers: Detailed analysis & breakdowns of top world & local news stories
◉ Podcasts: Immersive storytelling & expert discussions from India’s largest newsroom
◉ New Interactive Games Everyday-  Enjoy puzzles, news headline themed crosswords, Sudoku & location-based quizzes

Event in Focus – 🏏 Dedicated IPL Coverage: From the locker room to the pitch, get live scores, match highlights, expert commentary, & the latest updates on KKR, RCB, DC, CSK, & all your favorite teams. Stay tuned for real-time player news & IPL team updates.

Diverse news coverage:
◉ Hyperlocal news: Breaking news from 71 cities, in 14 languages including news in Hindi, Tamil, Telugu
◉ International news: From the latest developments in the Middle East to policy changes by the new Trump administration in the USA, get full coverage of geopolitics, war updates, & financial & diplomatic relations
◉ Business news: Latest stock market news, international business news, startups, budget 2025 insights & breakdown
◉ Sports News: Get LIVE scores, real-time updates on global sporting events, including league matches, World Cups, & major tournaments. Stay updated on cricket, football, boxing, basketball, wrestling, badminton. Exclusive IPL coverage, live scores, & the latest on the Indian cricket team, including all updates from women's cricket & BCCI
◉ Politics news: Live election coverage, national & state political developments, party manifestos, voter trends & governance impact, BJP, AAP, Congress, all political parties news, Narendra Modi, Yogi, Rahul Gandhi speeches & interviews
◉ Entertainment news: Latest in Bollywood, movie reviews, web series recommendations, celebrity news, photos & videos
◉ Technology & Gadgets- Latest in tech news, startups, digital trends, product reviews
◉ Health & Wellness- Expert advice on fitness, yoga, diet, latest medical breakthroughs
◉Travel & Lifestyle- Discover new travel trends, fashion insights & lifestyle stories

📰 Elevate your news reading experience with a TOI+ subscription – your ultimate way2news! 
-Daily digital English newspaper & ePaper
-300+ exclusive stories covering politics, business & world affairs
-Smart market tools, stock reports & financial insights
-ET ePaper, Wealth magazine & investment ideas
-Manage your subscription easily in the app

📲Download the TOI news app for trusted news from Hindustan & around the world. Stay ahead with the fastest updates on current affairs & breaking news. Stay ahead with live news, breaking news, city news, trending news, election reports, political analysis, business news, market trends, entertainment scoops, Bollywood, live cricket scores, public news, local news & more.

For more details, visit: www.timesofindia.com
Contact us at: toi.android@timesinternet.in",4.29,614313,"10,000,000+",https://play.google.com/store/apps/details?id=com.toi.reader.activities
58,Inshorts - News in 60 words,News and magazines,"Inshorts is India’s highest-rated news app that brings you the latest and best stories from national and international sources, all summarized in just 60 words or less. Stay informed without the clutter: no opinions, no extra noise, only facts that matter. Whether it’s government policies, stock market updates, or the latest Bollywood gossip, Inshorts keeps you updated in seconds. Now available in English and Hindi. 

Now browse multiple features with ease.

My Feed 
Short, crisp, and personalized news updates. 
Browse bite-sized 60-word news summaries for quick updates
Tap anytime to read the original full story
Get a feed of stories, videos and updates tailored to your interests

Finance Feed
Get latest Finance and Business news 
See live stock prices as you read news 
Track the latest market insights, top gainers/losers, and company updates
Build your own watchlist for personalized tracking

News Categories 
Explore a wide variety: India, politics, entertainment, business, technology, startups, world, sports, lifestyle, and more
Always get the best from multiple trusted sources

Insights 
Quick explainers that add background and relevance to big stories
Simplify complex topics into bite-sized easy to read insights

Live Cricket Updates and Scores 
Follow the latest match scores, highlights, and news
Instant cricket coverage alongside your daily news

Video Shorts 
Watch video news updates on trending topics
A visual-first way to stay informed on the go

Bookmark and Share
Save stories to read later
Share instantly on WhatsApp, Facebook, Twitter, Reddit, Email, and more

Read Offline 
Access saved stories anytime — even without internet

Inshorts is the fastest way to stay updated with current affairs, and is also the perfect companion for preparing for competitive exams like UPSC, CAT, XAT, and government job exams.

Loved by millions:
Google: Best Apps of 2015
Times of India: “Made for India to simplify your life”
Buzzfeed: “Makes Indian student’s life easier”

Read in short, save your time, and never miss what’s happening around you. Download Inshorts today and reinvent the way you read news.

Inshorts requires the following permissions. Your privacy is critical for us and the app never uses photos, videos and other media files, makes calls, sends messages or saves and/or distributes device information.
Photos/Media Files: The app needs access to the device's storage to save the representational images, so that you have a good experience even without internet connectivity. This is also needed to send the image along with the text when you share a short.

Device Information: The app needs the Device ID to identify and solve technical issues.
Support: contact@inshorts.com
Terms of Use: http://www.inshorts.com/android/tnc
About Facebook Ads: https://m.facebook.com/ads/ad_choices",4.23,605848,"10,000,000+",https://play.google.com/store/apps/details?id=com.nis.app
59,Lokal: Breaking Info & Jobs,News and magazines,"Lokal App, India's Top rated hyperlocal app, offers daily local information in vernacular languages, given in a concise, summary format. You can also search for jobs in your local area, for absolutely free!! 
More than 2 crore Indians trust Lokal App.

Get minute to minute, complete information in తెలుగు, தமிழ், ಕನ್ನಡ, मराठी, ગુજરાતી, മലയാളം, বাংলা, and ਪੰਜਾਬੀ. Stay updated with all updates from your locality.

Other Features - Daily Digital Magazine, Whatsapp Stories, Interesting Facts, Get Instant Notification Alerts

What Lokal App Offers
Local Area Information:
You can use Lokal Area Updates App to stay up-to-date with local headlines and weather, global events, trending videos, and anything you want. 
Weather | Mandi rates | Crime | accidents | water shortage | electricity cuts | road construction | Traffic jams

Install Now & follow updates from your locality, area and city, share and upload what’s happening in your area.
 
National & International updates -
- breaking Alerts and stay updated on latest happenings and global current affairs
- Both small Samachar & breaking Samachar, stay up to date
- latest international, featuring top stories from around the world and breaking Samachar, as it happens.
Follow Cricket IPL, T20 & BCCI Updates
- All New Cricket Experience with Live Score Updates, Highlights

Weather Updates :
Find the most current and reliable weather forecasts, storm alerts, reports and information.

DIVERSE GENRES
Business | Education | Technology | Entertainment | Astrology | Beauty & Fitness | Health | Exam Results | Career Updates| Weather | Sports | Agriculture

LOCAL JOB SEARCH APP 
We provide you with jobs at the local area level. 
Create your job profile and Connect with HR directly and get hired!

Main Features: 
1. Call HR feature - talk to HR directly by calling from app
2. Notification Updates - Receive Job Alerts based on your job profile

Local Jobs: Many features such as reminders, Job vacancies in your region, and private jobs are given in our app. Contact details, addresses, and other salary packages of the individual company are given in the app. Users can directly call the companies for all details.

Private Job Posts:
Admin/Telecaller, Receptionist, Marketing jobs
HR, BPO, Data entry, field sales, Cook, delivery boy
housekeeping, nurse, security guard, beautician jobs,
delivery boy jobs, AC technician jobs",4.02,124799,"10,000,000+",https://play.google.com/store/apps/details?id=get.lokal.localnews
